browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Chrome,146.0.0.0,1710,1107,MacOS,en-GB,2026-04-25_19:31:13,2026-04-25_20:31:13,2026-04-11_20:08:30,https://www.testable.org/experiment/20465/792481/start,136.203

rowNo,type,stim1,textColor,key,condition1,condition2,feedback,stimFormat,ITI,keyboard,random,head,responseType,responseOptions,responseOther,ITI_ms,ITI_f,ITI_fDuration,timestamp,response,RT,correct,responseCode
"3",test,RED,red,left,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! You responded in %RT%,word,"800",up left right down,"","","","","",800,48,"16.67",12333,left,791,"1",""
"4",test,RED,green,right,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! You responded in %RT%,word,"800",up left right down,"","","","","",800,48,"16.67",16758,right,1419,"1",""
"5",test,BLUE,blue,up,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! The word is BLUE but it was in green. You responded in %RT%,word,"800",up left right down,"","","","","",800,48,"16.66",19145,up,873,"1",""
"6",test,BLUE,yellow,down,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! You responded in %RT%,word,"800",up left right down,"","","","","",800,48,"16.67",22694,down,1972,"1",""
"7",test,GREEN,green,right,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! The word is GREEN but it was in red. You responded in %RT%,word,"800",up left right down,"","","","","",800,48,"16.67",25322,right,883,"1",""
"8",test,GREEN,red,left,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! You responded in %RT%,word,"800",up left right down,"","","","","",800,48,"16.67",27897,left,1209,"1",""
"9",test,YELLOW,yellow,down,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! The word is BLUE but it was in green. You responded in %RT%,word,"800",up left right down,"","","","","",799,48,"16.65",30774,down,1467,"1",""
"10",test,YELLOW,blue,up,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! The word is GREEN but it was in red. You responded in %RT%,word,"800",up left right down,"","","","","",799,48,"16.65",33228,up,921,"1",""
"24",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",36749,right,676,"1",""
"15",test,RED,green,right,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",38558,right,1019,"1",""
"21",test,BLUE,red,left,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",40660,left,1306,"1",""
"17",test,RED,yellow,down,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",42340,down,884,"1",""
"30",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",43822,down,683,"1",""
"34",test,YELLOW,green,right,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",45805,right,1184,"1",""
"25",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",47572,right,966,"1",""
"31",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",49161,down,790,"1",""
"13",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",51332,up,1377,"0",""
"27",test,GREEN,red,left,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",53742,left,1620,"1",""
"33",test,YELLOW,red,left,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",56347,left,1808,"1",""
"28",test,GREEN,blue,up,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",57873,up,734,"1",""
"23",test,BLUE,yellow,down,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.66",60210,down,1538,"1",""
"26",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",62060,right,1055,"1",""
"20",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",64142,up,1286,"1",""
"22",test,BLUE,green,right,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",65499,right,560,"1",""
"14",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",67863,left,1574,"1",""
"35",test,YELLOW,blue,up,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",70146,up,1490,"1",""
"32",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"1","","","","",801,48,"16.68",72157,down,1217,"1",""
"19",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",73643,up,687,"1",""
"16",test,RED,blue,up,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",75952,up,1513,"1",""
"29",test,GREEN,yellow,down,critical,incongruent,"",word,"800",up left right down,"1","","","","",801,48,"16.69",78492,down,1753,"1",""
"18",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.66",80227,up,938,"1",""
"12",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",81673,left,649,"1",""
"50",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",83175,right,703,"1",""
"49",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",84611,right,638,"1",""
"43",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",86178,up,772,"1",""
"39",test,RED,green,right,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",88539,right,1567,"1",""
"45",test,BLUE,red,left,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",90160,left,821,"1",""
"51",test,GREEN,red,left,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",91744,left,788,"1",""
"56",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",93539,down,999,"1",""
"57",test,YELLOW,red,left,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",96572,left,2233,"1",""
"52",test,GREEN,blue,up,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",100757,up,3384,"1",""
"47",test,BLUE,yellow,down,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",103665,down,2108,"1",""
"46",test,BLUE,green,right,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",105795,right,1339,"1",""
"38",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",107197,left,607,"1",""
"36",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",108560,left,570,"1",""
"40",test,RED,blue,up,critical,incongruent,"",word,"800",up left right down,"2","","","","",801,48,"16.68",110728,up,1372,"1",""
"41",test,RED,yellow,down,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",113965,down,2442,"1",""
"54",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"2","","","","",801,48,"16.69",115606,down,850,"1",""
"55",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",116927,down,522,"1",""
"58",test,YELLOW,green,right,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",119160,right,1436,"1",""
"44",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",120984,up,1028,"1",""
"37",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",123035,left,1263,"1",""
"53",test,GREEN,yellow,down,critical,incongruent,"",word,"800",up left right down,"2","","","","",801,48,"16.68",124728,down,905,"1",""
"42",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",126151,up,628,"1",""
"59",test,YELLOW,blue,up,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",128306,up,1366,"1",""
"48",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",130001,right,895,"1",""
"60",form,"","","","","","","","","","",Are you a native speaker of English?,radio,Yes;No,"it's a bit complicated, let me explain",800,"","",136203,Yes,5689,"0","1"
"61",form,"","","","","","","","","","",How long have you been learning/using English?,radio,0-5;5-10;10-15;15+,"",800,"","",136203,15+,5689,"0","4"
"62",form,"","","","","","","","","","",How would you rate your English proficiency?,radio,1;2;3;4;5,"",800,"","",136203,"5",5689,"0","5"
"63",form,"","","","","","","","","","",Do you have any colour vision deficiency?,radio,Yes;No,"",800,"","",136203,No,5689,"0","2"
