browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s
Chrome,146.0.0.0,1710,1107,MacOS,en-GB,2026-04-25_15:14:41,2026-04-25_16:14:41,2026-04-11_20:08:30,https://www.testable.org/experiment/20465/792481/start,142.076

rowNo,type,stim1,textColor,key,condition1,condition2,feedback,stimFormat,ITI,keyboard,random,head,responseType,responseOptions,responseOther,ITI_ms,ITI_f,ITI_fDuration,timestamp,response,RT,correct,responseCode
"3",test,RED,red,left,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! You responded in %RT%,word,"800",up left right down,"","","","","",799,48,"16.65",10016,left,799,"1",""
"4",test,RED,green,right,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! You responded in %RT%,word,"800",up left right down,"","","","","",800,48,"16.67",14003,right,837,"1",""
"5",test,BLUE,blue,up,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! The word is BLUE but it was in green. You responded in %RT%,word,"800",up left right down,"","","","","",801,48,"16.68",17271,up,1741,"1",""
"6",test,BLUE,yellow,down,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! You responded in %RT%,word,"800",up left right down,"","","","","",800,48,"16.67",20720,down,2124,"1",""
"7",test,GREEN,green,right,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! The word is GREEN but it was in red. You responded in %RT%,word,"800",up left right down,"","","","","",800,48,"16.67",23170,right,888,"1",""
"8",test,GREEN,red,left,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! You responded in %RT%,word,"800",up left right down,"","","","","",800,48,"16.67",26413,left,1915,"1",""
"9",test,YELLOW,yellow,down,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! The word is BLUE but it was in green. You responded in %RT%,word,"800",up left right down,"","","","","",800,48,"16.67",28767,down,934,"1",""
"10",test,YELLOW,blue,up,practice,"",correct: That’s correct! You responded in %RT% milliseconds; incorrect: That's incorrect! The word is GREEN but it was in red. You responded in %RT%,word,"800",up left right down,"","","","","",800,48,"16.67",31985,up,1937,"1",""
"27",test,GREEN,red,left,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.66",37786,left,1872,"1",""
"32",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.66",39446,down,863,"1",""
"20",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",40922,up,690,"1",""
"12",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",42380,left,665,"1",""
"28",test,GREEN,blue,up,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",45126,up,1961,"1",""
"33",test,YELLOW,red,left,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",48018,left,2104,"1",""
"31",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",49687,down,872,"1",""
"22",test,BLUE,green,right,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",51420,right,938,"1",""
"19",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",53046,up,831,"1",""
"13",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",54509,left,678,"1",""
"34",test,YELLOW,green,right,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",57205,right,1906,"1",""
"23",test,BLUE,yellow,down,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.66",60237,down,2237,"1",""
"17",test,RED,yellow,down,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",62588,down,1555,"1",""
"29",test,GREEN,yellow,down,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",64293,down,911,"1",""
"15",test,RED,green,right,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",66709,right,1627,"1",""
"14",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"1","","","","",801,48,"16.68",68378,left,879,"1",""
"21",test,BLUE,red,left,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",70688,left,1522,"1",""
"25",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"1","","","","",801,48,"16.68",72237,right,755,"1",""
"30",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",73853,down,821,"1",""
"18",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",75501,up,853,"1",""
"16",test,RED,blue,up,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.68",77903,up,1605,"1",""
"24",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.66",79419,right,720,"1",""
"35",test,YELLOW,blue,up,critical,incongruent,"",word,"800",up left right down,"1","","","","",800,48,"16.66",82631,up,2415,"1",""
"26",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"1","","","","",800,48,"16.67",87153,right,3721,"1",""
"50",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",88604,right,655,"1",""
"41",test,RED,yellow,down,critical,incongruent,"",word,"800",up left right down,"2","","","","",799,48,"16.65",91447,down,2048,"1",""
"42",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",93464,up,1233,"1",""
"59",test,YELLOW,blue,up,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",95452,up,1203,"1",""
"46",test,BLUE,green,right,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",98220,right,1971,"1",""
"54",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",99767,down,752,"1",""
"57",test,YELLOW,red,left,critical,incongruent,"",word,"800",up left right down,"2","","","","",799,48,"16.65",101983,left,1417,"1",""
"47",test,BLUE,yellow,down,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",104923,down,2141,"1",""
"58",test,YELLOW,green,right,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",107029,right,1313,"1",""
"45",test,BLUE,red,left,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",109093,left,1276,"1",""
"56",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",110740,down,857,"1",""
"39",test,RED,green,right,critical,incongruent,"",word,"800",up left right down,"2","","","","",799,48,"16.65",113589,right,2056,"1",""
"51",test,GREEN,red,left,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.66",115142,left,759,"1",""
"37",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",116710,left,777,"1",""
"44",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"2","","","","",801,48,"16.68",118181,up,681,"1",""
"55",test,YELLOW,yellow,down,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",119952,down,969,"1",""
"43",test,BLUE,blue,up,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",121826,up,1078,"1",""
"36",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",123264,left,649,"1",""
"52",test,GREEN,blue,up,critical,incongruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",125431,up,1366,"1",""
"53",test,GREEN,yellow,down,critical,incongruent,"",word,"800",up left right down,"2","","","","",801,48,"16.68",126995,down,763,"1",""
"40",test,RED,blue,up,critical,incongruent,"",word,"800",up left right down,"2","","","","",799,48,"16.65",129581,up,1799,"1",""
"48",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",131224,right,841,"1",""
"38",test,RED,red,left,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",132689,left,672,"1",""
"49",test,GREEN,green,right,critical,congruent,"",word,"800",up left right down,"2","","","","",800,48,"16.67",134053,right,572,"1",""
"60",form,"","","","","","","","","","",Are you a native speaker of English?,radio,Yes;No,"it's a bit complicated, let me explain",800,"","",142076,Yes,7499,"0","1"
"61",form,"","","","","","","","","","",How long have you been learning/using English?,radio,0-5;5-10;10-15;15+,"",800,"","",142076,15+,7499,"0","4"
"62",form,"","","","","","","","","","",How would you rate your English proficiency?,radio,1;2;3;4;5,"",800,"","",142076,"5",7499,"0","5"
"63",form,"","","","","","","","","","",Do you have any colour vision deficiency?,radio,Yes;No,"",800,"","",142076,No,7499,"0","2"
